wordpilot_id	english	turkish_gloss_used	freedict_source_row	original_source_line
2945	shooter	vurucu, nişancı, atıcı	28374	vurucu, nişancı, atıcı.
2946	slim	ince, uzun yapılı	28906	(-mer, -mest) ince, uzun yapılı; zayıf; yetersiz, cüzi. slim'ly  ince olarak. slim'ness  incelik.
2947	stance	duruş	30000	duruş; tutum; golfta topu çelerken bacakların aldığı vaziyet.
2948	surgical	cerraha veya cerrahlığa ait, cerrahi	31088	cerraha veya cerrahlığa ait, cerrahi; cerrahlıkta kullanılan veya yapılan. surgical operation ameliyat. surgical ward hariciye koğuşu. surgically  ameliyat suretiyle, cerrahi müdahale ile.
2949	tablet	yazı kâğıdı destesi, bloknot	31405	yazı kâğıdı destesi, bloknot; tablet, levha, kitabe, yazıt; yassı hap, tablet, komprime, sıkıt; parça, kalıp.
2950	warfare	harp, savaşma, savaş	35458	harp, savaşma, savaş; mücadele.
2951	audit	hesapların gözden geçirilmesi, hesapların kontrolu, kesin hesap	1935	hesapların gözden geçirilmesi, hesapların kontrolu, kesin hesap;  hesapları kontrol etmek. auditor  hesap kontrolörlüğü.
2952	authentic	güvenilir, inanılır, sahih, hakiki	2001	güvenilir, inanılır, sahih, hakiki. authentic'ity  güvenilir olma, sıhhat, salâhiyet. authen'tically  güvenilir şekilde.
2953	blonde	sarışın	3295	sarışın.
2954	comply	with ile uymak	6462	with ile uymak; itaat etmek.
2955	cope	with ile başa çıkmak, başarmak	6989	(gen.) with ile başa çıkmak, başarmak; çaresini bulmak,... ile uğraşmak.
2956	denmark	Danimarka	8349	Danimarka.
2957	donate	hediye etmek, bağışlamak, iane vermek	9258	hediye etmek, bağışlamak, iane vermek.
2958	flavor	Iezzet, tat, çeşni	11683	Iezzet, tat, çeşni; tat veren şey; lezzetli şey; koku, rayiha;  tat veya lezzet vermek. flavoring  tat veren şey. flavorless  tatsız, lezzetsiz. flavorsome, flavorful, flavory  Iezzetli.
2959	hart	erkek karaca	13933	erkek karaca .
2960	ignorance	cehalet, cahillik	15166	cehalet, cahillik. ignorant  cahil, bilgisiz; bilmeyen; habersiz. ignorantly  cahilce, bilgisizce; habersiz olarak.
2961	immigrant	göçmen, muhacir, dış ülkelerden gelip yerleşen göçmen	15239	göçmen, muhacir, dış ülkelerden gelip yerleşen göçmen;  dış üIkelerden gelip yerleşen.
2962	invention	icat	16336	icat; ihtira, türetme, uydurma, yalan; icat kabiliyeti, ihtira kuvveti; özellik, hususiyet, orijinallik.
2963	likewise	keza, aynı şekilde ve de, ve yine, bunun gibi	17866	keza, aynı şekilde ve de, ve yine, bunun gibi.
2964	lineup	yoklamada sıraya girme	17923	yoklamada sıraya girme; (spor) oyuna başlamadan oyunculann yerlerini alması; sıra tutma; sıra; program.
2965	magnificent	ihtişamlı, görkemli, şaşaalı, debdebeli, tantanalı	18515	ihtişamlı, görkemli, şaşaalı, debdebeli, tantanalı: fevkalade, nefis. magnificence  ihtişam, görkem, azamet, debdebe. magnificently  fevkalade olarak, mükemmel şekilde; ihtişamla.
2966	mathematical	matematikle ilgili, kesin, tam	18966	matematikle ilgili, kesin, tam. mathematically  matematik yönünden.
2967	nonetheless	bununla beraber, her şeye rağmen	20833	bununla beraber, her şeye rağmen.
2968	pipeline	petrolü uzun mesafelerden nakleden boru, petrol hattı	23246	petrolü uzun mesafelerden nakleden boru, petrol hattı; gizli bilgi iletme vasıtası.
2969	placement	koyma, yerleştirme	23325	koyma, yerleştirme.
2970	recreation	eğlence	25677	eğlence. recreational  eğlence kabilinden.
2971	shallow	sığ	28157	sığ; sathi, yüzeysel;  sığ yer, kumsal;  sığlaştırmak. shallow breathing soluma.
2972	strengthen	takviye etmek, desteklemek	30461	takviye etmek, desteklemek; kuvvet vermek, kuvvetlendirmek; kuvvetini artırmak.
2973	sunset	günbatımı, güneş batması, gurup	30934	günbatımı, güneş batması, gurup; akşam; günbatımında gök renkleri; çöküş devri, gerileme devri.
2974	taiwan	Tayvan, Formoza	31467	Tayvan, Formoza.
2975	thermal	sıcağa ait	32120	sıcağa ait; termal, kapIıca kabilinden;  yükselen sıcak hava kitlesi. thermal radiation ısı ışınları. thermal spring kaplıca, ılıca.
2976	amsterdam	Amsterdam	912	Amsterdam.
2977	analyst	tahlilci, tahlil eden tahlil kabiliyeti olan kimse	946	tahlilci, tahlil eden tahlil  kabiliyeti olan kimse; psikoanalist.
2978	arabic	Arapça	1446	Arapça;  Arabistan-a veya Araplara ait. Arabic League Arap Birligi. Arabic numerals Arap rakamları, bugün kullandığımız rakamlar.
2979	cease	durmak, kesmek	5047	durmak, kesmek; bitmek, sona ermek; bırakmak, devam etmemek, son vermek;  durma; inkıta. without cease durmadan, durmaksızın.
2980	cloth	kumaş, bez, örtü	5964	kumaş, bez, örtü; rahiplik mesleği, din adamlığı; yelken. the cloth rahipler.
2981	elect	seçmek intihap etmek	9867	seçmek intihap etmek;  seçilmiş, seçimi kazanmış.
2982	essence	öz, cevher, asıl, öz varlık, nefis, hakikat	10560	öz, cevher, asıl, öz varlık, nefis, hakikat; mahiyet, nitelik; varlık; ruh; esans, ıtır.
2983	headline	başlık, serlevha	14047	başlık, serlevha;  başlık koymak; (tiyatro) afişte ismi başta olmak.
2984	insist	ısrar etmek, sebat göstermek, davasından vaz geçmemek	16001	ısrar etmek, sebat göstermek, davasından vaz geçmemek. insistence  ısrar, sebat. insistent  ısrar edici, zorlayıcı.
2985	marc	posa, bilhassa üzüm posası, cibre	18790	posa, bilhassa üzüm posası, cibre.
2986	modest	alçak gönüllü, mutevazı	19790	alçak gönüllü, mutevazı; gösterişsiz; ılımlı; tutarlı; namuslu, iffetli. modestly  tevazu ile, gösterişsizce. modesty  alçak gönüllülük, tevazu; iffet; ılımlılık.
2987	peninsula	yarımada	22572	yarımada. peninsular  yarımadaya ait. Peninsular Campaign Gelibolu muharebesi.
2988	profitable	kârlı, kazançlı, faydalı	24388	kârlı, kazançlı, faydalı. profitabil'ity  kazançlılık, fayda. profitably  kazançla, menfaatle, karlı olarak.
2989	ranch	büyük çiftlik, hayvan çiftliği	25377	büyük çiftlik, hayvan çiftliği; büyük çiftliğin binaları;  çiftlikte yaşamak; çiftlik işletmek. ranch house çiftlik evi; çatı kenarı çıkıntılı tek katlı ev. ranchman, rancher  kovboy; çiftlik sahibi.
2990	reject	kabul etmemek, reddetmek	25900	kabul etmemek, reddetmek; secip defetmek, bir tarafa atıvermek. rejection  reddetme, reddedilme. rejection slip editörden yazara gönderilen "kullanamayız" pusulası.
2991	semester	üniversitede ders yılının yarısı, sömestr	27870	üniversitede ders yılının yarısı, sömestr.
2992	thereby	onunla, o münasebetle, o suretle, ona uyarak	32101	onunla, o münasebetle, o suretle, ona uyarak.
2993	threshold	kapı eşiği, eşik	32236	kapı eşiği, eşik; girecek yer; başlangıç; (psik.) şuur eşiği.
2994	tribal	kabileye ait	32995	kabileye ait. tribalism  kabile kültürü ve ilişkileri. tribally  kabile seklinde.
2995	abandon	tamamıyle bırakmak, terketmek, başından atmak	25	tamamıyle bırakmak,  terketmek, başından atmak; kendini tamamıyla vermek; kendini kaptırmak.
2996	anchor	demirlemek, lenger atmak	966	demirlemek, lenger atmak.  anchorable  demirlenebilir. anchoringplace  demirleme yeri.
2997	arch	nazlı, cilveli, çapkın	1480	nazlı, cilveli, çapkın. archly  cilveli bir eda ile. archness  cilvelilik.
2998	badge	nişan, alâmet, işaret, rozet	2269	nişan, alâmet, işaret, rozet
2999	bizarre	garip, tuhaf, acayip, biçimsiz	3187	garip, tuhaf, acayip, biçimsiz.
3000	carol	neşeli şarkı	4782	neşeli şarkı; halk şarkısı;  neşeyle şarkı söylemek; şarkı söyleyerek kutlamak. Christmas carol Noel ilahisi. caroler  Noel şarkısı söyleyen gezginci kimse.
